Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
M,18,4999.69,Low,5004.69,Semi-Urban,123521.32,45483.02720068853
F,23,2787.48,Low,2794.48,Urban,75603.82,27104.5130903554
F,63,4155.54,Low,4154.54,Semi-Urban,159012.97,53215.41069065976
M,39,1402.29,Low,1400.29,Rural,20578.71,5835.731251074336
F,18,6583.42,Low,6575.42,Rural,132026.33,50464.802705120106
F,23,1050.69,Low,1043.69,Rural,43934.19,14821.0405339537
M,22,2096.21,Low,2087.21,Rural,81468.57,28340.1765501282
M,65,2227.79,High,2228.79,Semi-Urban,112928.42,46578.27730940666
M,18,1659.43,Low,1673.43,Rural,166407.54,56753.78087573667
F,32,1348.21,Low,1355.21,Semi-Urban,41602.64,13361.551619189811
F,52,3701.8,Low,3703.8,Rural,77810.61,26621.984170109456
M,62,3325.52,High,3323.52,Rural,170323.32,67491.93329638435
F,19,1523.02,Low,1521.02,Semi-Urban,158683.45,53892.971079101066
M,58,5182.58,Low,5180.58,Urban,129661.3,44702.59535938263
M,58,6053.67,Low,6060.67,Urban,367797.97,125590.98976269049
M,52,2293.06,Low,2304.06,Semi-Urban,360452.48,119616.94446975368
F,19,1380.13,Low,1376.13,Rural,43691.09,15394.206282306544
F,19,1483.09,Low,1476.09,Urban,49284.72,17239.059639284256
F,61,1425.13,Low,1440.13,Semi-Urban,34223.76,8671.574592883386
F,30,3260.62,Low,3260.62,Semi-Urban,248430.73,84947.84077038983
M,57,1650.03,Low,1651.03,Semi-Urban,257261.85,83895.76051527532
M,23,2527.11,Low,2526.11,Urban,129862.98,44824.19627978191
F,58,1637.95,Low,1631.95,Semi-Urban,155638.08,49900.34884972741
M,31,1275.21,Low,1288.21,Urban,47804.44,15353.895597387089
F,59,4243.88,Low,4245.88,Semi-Urban,187987.4,63356.56952778207
M,20,5433.26,Low,5448.26,Urban,118248.77,44140.02594887925
F,21,3774.91,Low,3779.91,Semi-Urban,106815.62,38617.96631323174
M,18,660.58,Low,672.58,Semi-Urban,28597.83,9163.664395036816
F,50,3190.14,Low,3178.14,Semi-Urban,227429.46,76232.93559327949
F,47,1262.95,Low,1263.95,Urban,140467.04,45432.35735529736
M,18,2063.29,Low,2052.29,Rural,275272.09,93722.91806395684
M,44,2751.99,Low,2743.99,Semi-Urban,198939.03,66454.98627252337
M,65,3703.31,High,3719.31,Rural,449433.61,161406.73393812386
F,43,1029.04,Low,1032.04,Rural,52483.76,16093.80795407802
M,31,2516.93,Low,2508.93,Rural,504687.79,170223.52479571113
M,38,4891.45,Low,4885.45,Urban,535857.3,182431.2378155976
M,63,4525.83,Low,4514.83,Urban,109635.5,36903.990147878736
M,23,2933.34,Low,2921.34,Rural,325438.51,111068.07177133272
M,31,1523.07,Low,1512.07,Semi-Urban,70317.29,23019.555573898044
F,61,1599.5,Low,1584.5,Semi-Urban,68670.19,20405.52134978478
F,57,1842.83,Low,1835.83,Semi-Urban,21705.38,5198.790221673422
M,18,4752.99,Low,4740.99,Rural,239595.1,84488.42167991016
M,50,1702.42,Low,1693.42,Semi-Urban,83743.98,26211.15644150312
F,22,2911.31,Low,2895.31,Semi-Urban,114440.23,40206.24897427244
F,18,1728.36,Low,1731.36,Semi-Urban,18224.95,7002.853400528125
F,28,1312.17,Low,1315.17,Rural,137778.7,46221.53549392192
M,24,1682.52,Low,1678.52,Urban,60951.79,20731.79705702521
M,65,1640.57,High,1640.57,Urban,40800.73,21886.58268840416
F,22,2989.38,Low,2978.38,Rural,70920.01,25945.38360765828
M,18,3031.32,Low,3034.32,Rural,141616.77,49823.458773014565
F,41,1046.71,Low,1053.71,Semi-Urban,34491.02,9952.419822753538
F,61,4576.72,Low,4584.72,Urban,101547.57,34643.426434130786
M,32,3706.98,Low,3694.98,Rural,182317.61,63071.12402517861
F,39,2787.1,Low,2788.1,Semi-Urban,136113.19,46023.34875047378
F,26,4526.9,Low,4531.9,Urban,285476.99,99143.81907027244
F,27,2772.34,Low,2761.34,Urban,81898.72,28877.94087815452
M,60,1096.91,High,1097.91,Urban,40349.82,21575.23552848773
F,29,7871.24,Low,7874.24,Rural,239174.21,86909.42762529913
F,31,2127.01,Low,2126.01,Semi-Urban,19592.75,6839.535754682867
F,34,1699.31,Low,1687.31,Rural,36364.1,12068.682275731036
F,22,1312.43,Low,1321.43,Rural,116442.28,39532.33523588277
F,61,1922.92,High,1913.92,Semi-Urban,79393.74,35549.43624881822
F,35,1813.4,Low,1808.4,Semi-Urban,8029.94,2316.294273093976
M,61,1786.84,High,1789.84,Semi-Urban,81646.46,35936.83033602382
M,59,13674.52,Low,13674.52,Urban,191212.84,73983.88675011293
M,65,2450.94,High,2465.94,Urban,63670.7,30405.203528935934
M,24,3161.5,Low,3172.5,Rural,253389.81,87031.97981099872
F,56,2093.77,Low,2086.77,Urban,278762.41,92021.0009981468
F,39,1250.39,Low,1244.39,Urban,29053.38,8623.551704176294
F,58,1030.58,Low,1029.58,Rural,152781.44,48597.9858726832
F,18,6250.22,Low,6256.22,Rural,350581.84,123546.75016465929
F,25,2081.61,Low,2084.61,Rural,115274.06,39686.057454728594
M,42,4851.23,Low,4848.23,Urban,111222.81,39435.23511690858
M,39,3350.59,Low,3345.59,Rural,320193.55,108470.7725666357
F,26,1336.35,Low,1339.35,Semi-Urban,86601.95,28937.83893489605
F,51,2881.21,Low,2891.21,Semi-Urban,62343.25,20394.677523742903
F,28,4472.3,Low,4480.3,Urban,73229.75,27634.83236604712
F,26,1986.57,Low,1986.57,Semi-Urban,117178.34,39872.17708509592
F,65,2835.22,High,2836.22,Urban,162464.79,64213.4598106832
M,57,3834.56,Low,3833.56,Urban,46361.55,15422.373695655202
F,18,3364.05,Low,3372.05,Rural,38856.18,15884.002302071189
M,56,5041.95,Low,5039.95,Rural,59645.91,21335.832578727543
F,29,4735.69,Low,4746.69,Rural,159756.66,57029.91606286406
M,40,1248.51,Low,1254.51,Urban,61389.26,19174.37277935804
M,45,1047.58,Low,1047.58,Urban,274941.38,90305.1185675665
M,65,2227.79,High,2223.79,Semi-Urban,112928.42,46575.7209296051
F,46,2889.62,Low,2900.62,Semi-Urban,268353.8,90000.81324821497
F,62,1589.77,Low,1586.77,Urban,177014.03,56854.50426684172
M,57,3255.62,Low,3254.62,Semi-Urban,46459.35,14725.365330873065
M,18,2420.76,Low,2412.76,Urban,169697.59,58488.3364321509
F,59,2463.31,Low,2462.31,Rural,12561.38,2882.26540765768
M,40,1728.73,Low,1720.73,Rural,104991.28,34442.58797070767
F,61,2444.88,Low,2449.88,Rural,99043.85,31758.80933626666
M,62,2026.71,Low,2029.71,Urban,66443.8,19926.14652336265
F,48,2292.34,Low,2308.34,Rural,274168.22,91463.27295681654
M,49,1754.02,Low,1750.02,Urban,45337.02,13582.072808960873
F,18,3986.18,Low,3978.18,Semi-Urban,438638.35,150528.03787888953
F,38,1985.83,Low,1977.83,Urban,78075.78,25920.8920051178
F,18,3515.15,Low,3500.15,Rural,94978.01,34878.76864398373
M,65,3036.43,High,3037.43,Semi-Urban,212795.3,80951.67612134684
F,43,938.07,Low,921.07,Rural,12435.43,2537.8306070767285
F,32,1869.04,Low,1866.04,Rural,108603.97,36671.32030173831
F,18,4347.59,Low,4333.59,Rural,234396.33,82562.83423928493
F,19,1409.26,Low,1419.26,Semi-Urban,156219.15,52954.99197937986
M,45,2331.21,Low,2332.21,Urban,292611.11,97553.68941525
M,19,6145.83,Low,6163.83,Semi-Urban,127673.56,47977.34463274176
F,18,1987.8,Low,1993.8,Semi-Urban,42019.68,15262.622742463149
M,19,2049.23,Low,2059.23,Urban,126402.33,43495.110706102016
F,52,2819.93,Low,2831.93,Rural,41292.92,13458.594511502848
M,65,674.68,High,664.68,Semi-Urban,59180.77,26930.01604670209
F,46,1949.0,Low,1962.0,Rural,146244.94,48297.8526821873
M,62,2409.7,High,2409.7,Rural,91211.9,39981.97611316196
M,44,2465.28,Low,2456.28,Rural,77569.57,25667.522426819152
F,41,1209.62,Low,1216.62,Urban,178998.87,58798.84553292812
F,53,3424.98,Low,3440.98,Rural,113753.3,38340.5684626325
M,40,1932.61,Low,1937.61,Semi-Urban,28092.94,8550.87842713653
M,62,1089.17,Low,1086.17,Rural,167691.16,53112.50269177847
F,51,2752.24,Low,2756.24,Rural,218333.15,72934.40037852552
M,26,2230.85,Low,2246.85,Rural,125152.87,42848.30977708303
F,45,2477.32,Low,2463.32,Semi-Urban,84250.12,27802.831559998587
M,20,978.56,Low,975.56,Urban,272447.3,91372.85781759286
M,18,2252.66,Low,2250.66,Semi-Urban,31507.51,11761.888558767345
F,18,3033.65,Low,3038.65,Urban,91386.9,33052.472679848135
M,22,2085.16,Low,2083.16,Urban,190329.8,64762.42793487404
F,62,3193.48,Low,3188.48,Rural,137473.36,45349.02184798462
F,23,3351.13,Low,3348.13,Rural,195569.67,68111.64160152468
M,25,3705.86,Low,3707.86,Rural,223424.06,77439.04228546916
M,33,3049.58,Low,3049.58,Urban,147651.63,50543.33141419349
M,24,2466.63,Low,2450.63,Rural,51771.68,18581.60662135918
F,18,1041.76,Low,1040.76,Rural,35689.95,12441.162829424138
M,18,2153.53,Low,2165.53,Rural,125516.03,43522.03633850908
M,62,2245.48,Low,2249.48,Urban,117576.81,37326.57312310509
F,18,1597.4,Low,1612.4,Rural,50880.01,18120.043365615493
M,64,2570.32,Low,2555.32,Urban,59628.34,18025.20418337345
F,51,1335.56,Low,1340.56,Semi-Urban,8068.74,580.1333518884421
F,39,2748.63,Low,2748.63,Semi-Urban,37318.02,12796.978143670454
M,33,2219.87,Low,2206.87,Rural,91604.61,30999.23917249513
F,63,2020.33,Low,2018.33,Rural,171195.18,55399.42039047986
M,18,1808.05,Low,1819.05,Urban,93859.01,32396.40416216116
M,18,1163.24,Low,1163.24,Semi-Urban,42692.88,14406.22697648763
M,18,2008.21,Low,2008.21,Semi-Urban,210841.41,71753.42740192005
F,18,1634.98,Low,1637.98,Rural,112755.75,38937.16331385865
M,21,1378.38,Low,1376.38,Urban,47797.73,16240.525962379725
M,64,4894.61,Low,4911.61,Semi-Urban,111273.88,37628.78464779494
F,43,1725.07,Low,1723.07,Semi-Urban,87046.57,28137.32575358444
M,65,1458.6,High,1451.6,Semi-Urban,70586.68,31564.53527404018
M,18,2880.12,Low,2873.12,Urban,265433.18,91117.33808404957
F,46,6855.09,Low,6858.09,Urban,472561.62,162785.42343795847
M,36,1704.24,Low,1707.24,Semi-Urban,34587.54,10814.37502462876
F,63,2945.48,Low,2953.48,Semi-Urban,508913.6,169518.62017806136
M,58,4118.46,Low,4113.46,Rural,193396.73,65160.328642125525
M,50,1600.55,Low,1599.55,Rural,74151.75,23164.65914757577
M,18,1749.9,Low,1739.9,Semi-Urban,37021.08,13095.776628253288
M,60,1773.31,Low,1768.31,Semi-Urban,279780.58,91345.75645487284
F,31,1439.72,Low,1438.72,Urban,58498.09,19343.39620880438
M,39,1991.92,Low,1988.92,Urban,65639.85,21436.878147908945
F,22,3740.05,Low,3741.05,Rural,133906.29,47876.98987455334
F,65,980.19,High,983.19,Urban,72440.58,32077.37025842261
F,18,6717.84,Low,6727.84,Urban,164468.21,61371.2221881421
F,55,1666.3,Low,1666.3,Semi-Urban,148516.55,47777.51272214439
F,23,1695.96,Low,1704.96,Rural,23057.9,8476.438541304262
M,20,2472.83,Low,2482.83,Urban,244248.89,83435.27774243138
F,64,1315.03,Low,1304.03,Urban,53163.82,14808.446637981611
M,55,4320.78,Low,4307.78,Rural,105523.11,36082.60039124684
M,49,1841.61,Low,1856.61,Urban,79055.22,25007.71355186212
M,18,1876.06,Low,1865.06,Semi-Urban,197202.52,67031.20098169932
M,63,2119.42,High,2107.42,Urban,266808.54,98447.13152937588
M,55,3453.91,Low,3445.91,Semi-Urban,117616.78,38985.42201602409
M,19,1337.21,Low,1346.21,Semi-Urban,84536.84,28565.52078421803
F,62,1735.1,Low,1720.1,Rural,42600.18,11983.563097688864
M,47,1819.69,Low,1811.69,Urban,109697.07,35424.728319010246
M,38,2030.12,Low,2015.12,Urban,519776.2,174098.93709652888
F,60,3883.17,High,3889.17,Rural,247162.62,94272.04283535526
F,43,3029.24,Low,3027.24,Rural,157505.98,53414.82493776425
F,22,2962.18,Low,2950.18,Rural,93023.97,33342.05297015862
M,18,2290.95,Low,2290.95,Semi-Urban,247511.63,84360.5250049019
F,51,1734.94,Low,1747.94,Urban,103308.04,33122.535698539505
M,65,1373.94,High,1380.94,Rural,109071.52,44688.38728286269
M,51,3983.7,Low,3973.7,Rural,162679.4,55255.38116130474
F,30,2627.0,Low,2633.0,Semi-Urban,113867.32,39101.48230509756
M,37,1240.86,Low,1240.86,Urban,53927.52,16894.30871662008
F,28,1704.35,Low,1707.35,Urban,144283.93,48669.88288075593
M,19,1624.55,Low,1615.55,Urban,69090.93,23799.52971663688
M,43,3596.31,Low,3604.31,Rural,119174.82,40887.5756955437
F,33,1751.54,Low,1746.54,Semi-Urban,123934.6,41345.06202072583
M,65,1999.1,High,1994.1,Urban,218471.44,81932.43482760582
M,65,1295.76,High,1297.76,Semi-Urban,53932.73,25808.356241446178
M,39,3132.25,Low,3119.25,Rural,154382.09,52545.29441480896
F,18,5705.14,Low,5703.14,Rural,326424.38,114870.49721078524
M,18,1060.8,Low,1047.8,Rural,150556.64,50803.33245254949
F,51,1773.58,Low,1760.58,Semi-Urban,40295.66,11844.250323585671
M,33,3049.6,Low,3061.6,Urban,305242.29,103486.14255190748
F,41,,Low,,Rural,90380.44,59381.05
F,61,2978.7,High,2982.7,Semi-Urban,227556.74,86405.46026755362
M,32,3474.84,Low,3469.84,Semi-Urban,471547.25,159717.41885379268
F,52,1652.82,Low,1650.82,Semi-Urban,49874.04,14864.78183593001
F,41,2229.6,Low,2214.6,Semi-Urban,182777.7,60962.07140200796
M,53,3454.09,Low,3452.09,Rural,238141.65,79908.41110323236
F,43,3362.45,Low,3354.45,Rural,35227.32,12677.564777775253
M,42,1559.36,Low,1568.36,Urban,30509.37,8962.61783391313
M,27,2631.26,Low,2631.26,Urban,146785.39,50299.230822247744
F,44,3770.17,Low,3779.17,Semi-Urban,182970.24,62377.01437067669
F,31,1024.08,Low,1020.08,Rural,85920.33,28266.18348899125
M,46,1339.42,Low,1352.42,Semi-Urban,56761.14,17103.77058726078
F,60,1296.25,Low,1287.25,Semi-Urban,210818.89,67927.11548735383
M,18,2073.11,Low,2070.11,Semi-Urban,60149.43,21198.95391099765
M,20,2733.15,Low,2717.15,Rural,231940.53,79691.50903616243
F,38,6564.89,Low,6567.89,Semi-Urban,96271.35,36583.0956721051
M,25,1419.75,Low,1411.75,Rural,38536.32,12990.18057362042
M,56,3029.77,Low,3032.77,Semi-Urban,252373.44,83744.66704312441
F,59,2802.52,Low,2801.52,Semi-Urban,67941.81,21556.3691165132
F,22,2726.18,Low,2740.18,Rural,161093.22,55979.328402260464
M,62,3120.0,Low,3128.0,Rural,103594.21,33663.79612404725
F,25,2671.54,Low,2660.54,Urban,306547.51,104395.39115245688
M,34,1787.26,Low,1776.26,Semi-Urban,110051.65,36399.65039356375
F,57,2583.3,Low,2576.3,Semi-Urban,45793.32,14047.39675822419
M,57,7679.06,Low,7664.06,Urban,108579.43,40246.17351504108
F,64,2411.34,Low,2410.34,Rural,176066.93,57357.135203524456
F,65,2158.22,High,2147.22,Rural,92299.09,40083.39319439405
M,18,4381.05,Low,4388.05,Rural,216803.2,76461.7263409411
M,46,1662.87,Low,1667.87,Urban,89615.92,28604.616886410862
F,39,4964.98,Low,4948.98,Semi-Urban,160087.44,56294.900072207805
M,43,3459.26,Low,3459.26,Rural,160934.59,54770.968928900285
F,43,1033.04,Low,1039.04,Rural,52483.76,16099.431989641447
M,61,1008.64,High,1016.64,Rural,189118.35,71520.505104891
M,43,901.09,Low,916.09,Semi-Urban,31931.3,8553.244075628041
F,62,1095.08,Low,1093.08,Semi-Urban,25130.46,5191.731817013235
M,55,1161.67,Low,1159.67,Urban,38795.39,10305.338080455294
F,20,2045.8,Low,2057.8,Rural,220059.43,75248.27391362377
F,29,2872.13,Low,2870.13,Semi-Urban,130692.54,45078.955805868616
M,64,1607.35,Low,1612.35,Semi-Urban,170486.98,54151.66929991741
M,63,3128.59,Low,3142.59,Urban,60801.22,19083.98185141006
M,64,1871.75,High,1859.75,Semi-Urban,180238.88,68897.08456294572
M,43,1323.44,Low,1326.44,Semi-Urban,49030.95,14722.967881860935
F,18,783.35,Low,783.35,Urban,111638.52,37551.63780571456
F,55,1183.94,Low,1170.94,Semi-Urban,51879.7,14816.11266317635
F,58,1408.21,Low,1411.21,Rural,55538.08,16320.927707087238
F,30,956.93,Low,954.93,Urban,28849.12,8968.856371837945
F,38,3779.4,Low,3779.4,Semi-Urban,234823.27,80274.56039795691
F,52,3040.45,Low,3053.45,Urban,62179.08,20562.654490451096
M,18,1723.39,Low,1734.39,Semi-Urban,127752.99,43557.37838587069
M,22,3819.21,Low,3819.21,Semi-Urban,255114.76,88160.81306134978
M,18,2494.32,Low,2484.32,Rural,156548.77,54283.54562422575
M,57,1948.57,Low,1954.57,Semi-Urban,256962.24,84102.94683403932
M,18,2615.82,Low,2618.82,Rural,20816.54,8820.294376291626
F,18,2748.19,Low,2746.19,Semi-Urban,160866.18,55958.082748045446
M,47,3108.03,Low,3124.03,Urban,107973.79,36175.52237858169
F,28,2237.89,Low,2247.89,Semi-Urban,84177.66,28890.728916162207
F,28,3831.58,Low,3844.58,Semi-Urban,171003.04,59687.614496087765
F,64,1983.22,Low,1969.22,Semi-Urban,49795.21,14220.749551343157
F,23,1870.41,Low,1870.41,Rural,156618.15,53514.764139324645
F,36,4841.16,Low,4853.16,Semi-Urban,414171.87,141770.02881607367
F,65,1311.05,High,1310.05,Urban,103900.51,42981.42698509739
F,23,2849.36,Low,2863.36,Rural,118606.85,41754.482543406775
M,40,2631.73,Low,2617.73,Urban,113239.83,37995.810463077454
M,18,1846.44,Low,1847.44,Urban,117304.17,40306.066920091245
F,18,1365.22,Low,1355.22,Semi-Urban,190936.47,64640.8169179454
F,54,3386.94,Low,3383.94,Urban,252768.1,84771.78010774033
F,46,499.91,Low,503.91,Rural,24597.61,5948.635975901008
M,41,4970.62,Low,4987.62,Rural,228158.75,79064.7443579803
M,18,2928.45,Low,2936.45,Semi-Urban,174586.67,60520.09439623996
M,23,2039.7,Low,2029.7,Semi-Urban,145770.29,49526.79091081052
M,21,2743.62,Low,2756.62,Rural,75037.41,26932.234308179966
F,23,1917.35,Low,1917.35,Urban,53097.51,18651.03265478368
F,36,1236.43,Low,1242.43,Urban,33414.83,10317.794326397789
M,53,2551.52,Low,2550.52,Rural,75750.43,24436.77473005757
M,18,2564.9,Low,2555.9,Semi-Urban,226330.58,77521.07447384535
M,52,3386.11,Low,3371.11,Semi-Urban,300284.19,100510.07752477846
M,35,1575.12,Low,1567.12,Semi-Urban,266150.45,88540.67549326325
M,18,2797.25,Low,2812.25,Semi-Urban,61533.67,22413.61099398435
M,22,2529.46,Low,2542.46,Urban,158393.52,54496.624723175104
M,53,1981.36,Low,1987.36,Semi-Urban,14279.44,2932.739464959348
M,41,2089.7,Low,2072.7,Rural,87607.77,28888.654969017425
F,37,2256.98,Low,2259.98,Semi-Urban,211827.62,71073.92263983848
M,48,1335.59,Low,1343.59,Urban,40069.95,11470.17332338872
M,19,1627.07,Low,1629.07,Rural,357606.69,120861.61370825296
M,18,1398.71,Low,1404.71,Semi-Urban,90226.34,30617.15312664653
M,55,4814.26,Low,4815.26,Urban,78589.5,27409.16945966244
M,18,1988.31,Low,1987.31,Rural,67032.09,23700.96361137157
F,18,4705.71,Low,4704.71,Urban,177013.41,63522.17888214002
M,49,1984.89,Low,1986.89,Urban,43405.82,13172.503017440798
M,18,2802.77,Low,2810.77,Rural,186343.0,64616.40576405876
F,65,2433.25,High,2441.25,Semi-Urban,65689.52,31160.12683899902
M,18,3402.89,Low,3405.89,Urban,191476.61,66814.08206393739
F,65,957.89,High,951.89,Rural,156927.14,60567.91261834494
M,40,1993.25,Low,1999.25,Semi-Urban,123050.25,40510.73428169874
M,28,5120.63,Low,5121.63,Urban,118464.61,43252.84557301862
F,62,1232.17,High,1247.17,Urban,186160.92,70778.55653826907
M,64,2816.43,Low,2831.43,Urban,59187.79,18144.21651158153
M,36,8006.23,Low,8012.23,Rural,243810.56,87816.35447374845
F,49,1831.46,Low,1833.46,Semi-Urban,62764.04,19616.723371306547
F,51,1234.03,Low,1237.03,Urban,144378.14,46401.17193954458
M,36,2027.65,Low,2033.65,Semi-Urban,122696.1,40743.36941250674
M,45,3134.7,Low,3147.7,Urban,57788.41,19501.580388229017
M,55,3884.34,Low,3872.34,Semi-Urban,191406.81,64210.49933306548
F,18,2094.05,Low,2100.05,Rural,84352.48,29867.109718476386
M,55,5989.84,Low,5997.84,Semi-Urban,250677.07,86283.32266364046
F,61,2024.37,High,2030.37,Semi-Urban,170170.39,66153.84481480307
M,49,1852.74,Low,1851.74,Semi-Urban,41863.16,12379.775956710551
M,40,1359.59,Low,1363.59,Urban,166331.06,54538.1862321652
M,59,1313.26,Low,1314.26,Rural,215803.95,69742.69081301396
M,18,1545.78,Low,1535.78,Rural,73862.27,25538.194319984374
F,22,1222.54,Low,1218.54,Semi-Urban,169885.73,57110.35974529927
F,18,3642.94,Low,3644.94,Semi-Urban,361002.63,124103.36959722756
M,37,5346.07,Low,5333.07,Semi-Urban,364795.12,125371.866863194
F,37,1843.91,Low,1856.91,Rural,117297.62,39178.58034654712
M,41,5444.62,Low,5436.62,Rural,166988.36,58988.76011563943
F,43,1543.64,Low,1531.64,Urban,194230.42,64088.93909997822
F,21,3341.21,Low,3330.21,Urban,226963.3,78663.26396063223
M,45,2304.5,Low,2303.5,Urban,348581.34,116326.4482768712
F,28,2094.59,Low,2098.59,Semi-Urban,88374.03,30150.7422497375
M,54,2468.53,Low,2468.53,Semi-Urban,79475.99,31541.89
M,28,3631.45,Low,3618.45,Rural,247331.02,85148.61211057598
M,50,1929.11,Low,1945.11,Rural,62832.28,19706.970267163702
F,60,8489.87,Low,8483.87,Semi-Urban,139965.57,51483.99114209524
F,56,1890.11,Low,1885.11,Urban,53826.78,16255.105366800371
F,56,3537.37,Low,3525.37,Semi-Urban,122531.44,40876.81752683032
F,39,2194.08,Low,2193.08,Semi-Urban,121908.38,40644.360770012114
F,64,2396.73,High,2401.73,Urban,143782.29,57570.54856041176
F,28,1848.94,Low,1839.94,Urban,80111.87,27255.40825150432
F,42,2735.33,Low,2725.33,Semi-Urban,349382.51,117367.2773382083
F,64,2416.34,Low,2424.34,Rural,176066.93,57366.84944677038
F,65,1426.16,High,1414.16,Rural,144481.57,56863.054176347534
M,53,1330.67,Low,1337.67,Semi-Urban,98667.82,30614.988916870378
M,65,5220.09,High,5212.09,Rural,134455.93,57140.5440662074
M,18,2092.22,Low,2089.22,Urban,94055.67,32745.885408783608
M,54,2007.38,Low,2019.38,Urban,232474.29,76315.5263630528
F,18,1736.83,Low,1743.83,Urban,106817.69,36910.82301156447
F,50,6118.32,Low,6104.32,Rural,284799.69,98773.22902217404
M,18,1504.9,Low,1509.9,Rural,157678.05,53658.82058705842
M,18,2714.76,Low,2712.76,Rural,123221.86,43318.12515977563
F,49,8862.85,Low,8868.85,Rural,287640.9,102623.3822875657
F,21,,Low,,Rural,175494.53,74475.53
M,36,2260.09,Low,2267.09,Urban,100268.37,33585.67463909267
M,61,4843.17,Low,4828.17,Urban,106582.16,36358.99829004894
M,18,3067.53,Low,3070.53,Urban,85830.75,30983.40563655511
M,18,5609.12,Low,5619.12,Semi-Urban,218798.36,78113.49569633526
F,18,4415.07,Low,4408.07,Rural,296955.0,103649.6473822792
F,65,3156.37,High,3170.37,Rural,138644.45,56684.8159750593
M,52,1631.9,Low,1629.9,Rural,34575.04,9743.686237542708
M,30,4926.85,Low,4924.85,Semi-Urban,215609.09,75389.12042131636
M,32,1000.92,Low,1007.92,Semi-Urban,154357.97,50646.033123226254
M,65,2010.23,High,2014.23,Urban,70797.02,32342.749825547933
M,37,3083.57,Low,3082.57,Semi-Urban,285581.68,96455.70243699558
M,52,1674.84,Low,1677.84,Urban,93808.04,29549.38525594806
F,47,1974.04,Low,1973.04,Semi-Urban,202271.35,66781.43039744408
M,38,6577.51,Low,6563.51,Semi-Urban,188872.28,67456.79945655844
F,20,3535.98,Low,3525.98,Urban,445918.6,152491.84166444308
M,18,2339.44,Low,2338.44,Rural,28385.73,11078.221082274593
M,57,1509.6,Low,1511.6,Rural,98885.83,30827.93606995964
F,44,3896.01,Low,3890.01,Urban,152859.38,52521.276579700345
F,18,1114.74,Low,1117.74,Rural,35536.85,12466.405585394408
F,41,1361.31,Low,1356.31,Rural,134603.9,44172.86499581411
M,61,2037.77,Low,2034.77,Urban,56392.12,16637.010110541403
F,65,3354.16,High,3354.16,Urban,121805.63,51085.67598313663
M,46,5181.35,Low,5170.35,Urban,367639.86,125585.95134975726
M,18,1202.54,Low,1204.54,Urban,73380.84,24893.766220268863
M,39,3229.67,Low,3235.67,Semi-Urban,143774.16,48815.56176260355
M,27,1675.36,Low,1676.36,Urban,110914.57,37272.83180957928
M,30,2346.03,Low,2338.03,Semi-Urban,150609.71,50912.93317864757
F,18,1872.57,Low,1877.57,Semi-Urban,41558.22,14989.2726768109
F,34,1852.46,Low,1853.46,Urban,75372.83,25197.584060233174
M,64,1594.21,Low,1594.21,Semi-Urban,50246.48,13745.402756701653
F,25,3331.38,Low,3335.38,Urban,66682.13,24504.027674862267
M,28,1815.03,Low,1813.03,Rural,256145.39,86257.7084869566
F,31,1595.97,Low,1587.97,Semi-Urban,202218.54,67639.20659955395
F,18,2303.3,Low,2290.3,Semi-Urban,92915.54,32672.073646792807
F,44,4302.53,Low,4287.53,Semi-Urban,157922.29,54495.1927178724
M,62,1836.81,High,1835.81,Rural,287492.95,105328.89185010182
M,56,1396.51,Low,1384.51,Semi-Urban,150947.21,47996.57734033365
F,18,1846.96,Low,1858.96,Semi-Urban,376010.25,127313.2450734948
M,59,2799.66,Low,2790.66,Rural,278468.67,92307.355144943
F,22,1323.43,Low,1309.43,Rural,116442.28,39531.82395992245
M,18,2461.53,Low,2455.53,Urban,19471.48,8068.236648707512
F,19,3134.33,Low,3140.33,Rural,249716.46,86399.55423211455
F,46,1296.78,Low,1295.78,Semi-Urban,116012.56,37192.60618303326
F,19,2748.95,Low,2745.95,Urban,108141.66,38306.28775047858
F,18,3347.1,Low,3344.1,Urban,261744.82,90594.2375779532
F,45,2076.92,Low,2078.92,Urban,60552.17,19579.01153144498
M,46,2770.63,Low,2785.63,Rural,142872.77,47769.971961560375
F,18,2279.96,Low,2283.96,Rural,142637.15,49634.7326433236
F,27,1875.87,Low,1882.87,Rural,90758.0,31084.263038788515
F,57,4198.49,Low,4191.49,Urban,198439.13,67112.49577186798
F,51,3255.4,Low,3265.4,Semi-Urban,118997.22,39808.07674037781
F,49,3882.26,Low,3868.26,Urban,171457.58,58354.963713044
F,51,2705.12,Low,2689.12,Semi-Urban,129480.94,42753.70514465924
M,61,2225.4,High,2224.4,Rural,17711.28,15182.345205064918
F,18,2120.97,Low,2106.97,Semi-Urban,418839.97,141967.17499463997
M,59,1340.38,Low,1339.38,Rural,127108.29,39975.42866116845
F,18,3042.53,Low,3046.53,Rural,104114.93,37474.40904064724
M,33,3091.99,Low,3078.99,Urban,56197.55,19859.492588501285
F,35,4389.99,Low,4387.99,Rural,248585.89,86033.97822554408
M,58,1566.27,Low,1578.27,Urban,130294.27,41224.51095278878
M,46,2201.71,Low,2200.71,Semi-Urban,41921.97,12993.687946622793
M,28,2178.4,Low,2165.4,Semi-Urban,364368.08,122701.26290880692
F,18,3152.01,Low,3163.01,Semi-Urban,306842.98,105413.07214774976
